1	8.00
2	14.00
3	15.00
4	9.00
5	6.00
6	11.00
7	8.00
8	15.00
9	12.00
10	14.00
11	22.00
12	5.00
13	15.00
14	16.00
15	13.00
16	23.00
17	5.00
18	20.00
19	19.00
20	20.00
21	26.00
22	10.00
23	19.00
24	24.00
25	28.00
26	15.00
27	14.00
28	23.00
29	12.00
30	26.00
31	30.00
32	33.00
33	22.00
34	28.00
35	26.00
36	32.00
37	34.00
38	25.00
39	36.00
40	34.00
41	21.00
42	35.00
43	29.00
44	30.00
45	27.00
46	25.00
47	20.00
48	34.00
49	40.00
50	42.00
51	39.00
52	32.00
53	40.00
54	41.00
55	36.00
56	33.00
57	45.00
58	49.00
59	51.00
60	39.00
61	47.00
62	42.00
63	51.00
64	39.00
65	48.00
66	42.00
67	40.00
68	50.00
69	58.00
70	62.00
71	53.00
72	56.00
73	58.00
74	52.00
75	63.00
76	64.00
77	67.00
78	72.00
79	76.00
80	80.00
81	56.00
82	52.00
83	74.00
84	73.00
85	68.00
86	56.00
87	58.00
88	52.00
89	60.00
90	64.00
91	78.00
92	64.00
93	56.00
94	72.00
95	60.00
96	62.00
97	84.00
98	66.00
99	71.00
100	82.00
101	79.00
102	75.00
103	82.00
104	81.00
105	71.00
106	90.00
107	92.00
108	93.00
109	100.00
110	82.00
111	80.00
112	81.00
113	105.00
114	108.00
115	120.00
116	111.00
117	82.00
118	80.00
119	81.00
120	90.00
121	81.00
122	78.00
123	89.00
124	93.00
125	90.00
126	120.00
127	111.00
128	132.00
129	115.00
130	124.00
131	145.00
132	122.00
133	152.00
134	160.00
135	139.00
136	123.00
137	120.00
138	119.00
139	164.00
140	172.00
141	181.00
142	152.00
143	163.00
144	171.00
145	140.00
146	165.00
147	142.00
148	174.00
149	190.00
150	165.00
151	171.00
152	180.00
153	180.00
154	200.00
155	201.00
156	192.00
157	203.00
158	209.00
159	212.00
160	195.00
161	188.00
162	178.00
163	169.00
164	158.00
165	162.00
166	191.00
167	183.00
168	175.00
169	181.00
170	162.00
171	151.00
172	142.00
173	137.00
174	128.00
175	135.00
176	121.00
177	101.00
178	91.00
179	112.00
180	84.00
181	95.00
182	78.00
183	78.00
184	42.00
185	51.00
186	39.00
187	48.00
188	42.00
189	40.00
190	50.00
191	52.00
192	56.00
193	53.00
194	56.00
195	58.00
196	52.00
197	63.00
198	64.00
199	67.00
200	54.00
201	33.00
202	42.00
203	56.00
204	52.00
205	63.00
206	33.00
207	68.00
208	56.00
209	48.00
210	52.00
211	32.00
212	24.00
213	8.00
214	14.00
215	15.00
216	9.00
217	6.00
218	11.00
219	8.00
220	15.00
221	12.00
222	14.00
223	22.00
224	5.00
225	15.00
226	16.00
227	13.00
228	23.00
229	5.00
230	20.00
231	19.00
232	20.00
233	26.00
234	10.00
235	19.00
236	24.00
237	28.00
238	15.00
239	14.00
240	23.00
241	12.00
242	26.00
243	30.00
244	52.00
245	33.00
246	46.00
247	48.00
248	28.00
249	38.00
250	32.00
251	34.00
252	25.00
253	36.00
254	34.00
255	21.00
256	35.00
257	29.00
258	30.00
259	27.00
260	25.00
261	20.00
262	34.00
263	40.00
264	42.00
265	39.00
266	32.00
267	40.00
268	41.00
269	36.00
270	33.00
271	45.00
272	49.00
273	51.00
274	33.00
275	47.00
276	64.00
277	51.00
278	39.00
279	53.00
280	71.00
281	66.00
282	50.00
283	58.00
284	62.00
285	80.00
286	86.00
287	78.00
288	71.00
289	74.00
290	64.00
291	78.00
292	72.00
293	76.00
294	80.00
295	72.00
296	77.00
297	74.00
298	73.00
299	61.00
300	56.00
301	51.00
302	52.00
303	46.00
304	40.00
305	52.00
306	33.00
307	46.00
308	48.00
309	28.00
310	38.00
311	32.00
312	34.00
313	25.00
314	36.00
315	34.00
316	21.00
317	35.00
318	29.00
319	30.00
320	27.00
321	25.00
322	20.00
323	34.00
324	40.00
325	42.00
326	39.00
327	32.00
328	40.00
329	41.00
330	36.00
331	33.00
332	45.00
333	49.00
334	51.00
335	30.00
336	24.00
337	31.00
338	32.00
339	27.00
340	29.00
341	28.00
342	15.00
343	18.00
344	26.00
345	22.00
346	25.00
347	22.00
348	23.00
349	19.00
350	23.00
351	26.00
352	20.00
353	19.00
354	20.00
355	26.00
356	17.00
357	19.00
358	24.00
359	23.00
360	15.00
361	14.00
362	23.00
363	12.00
364	22.00
365	8.00
